village_id,first_stop,assigned_dh_sdh,closest_facility_type,t_phc_min,t_chc_min,t_dh_sdh_min,d_phc_km,d_chc_km,d_dh_sdh_km,phc_is_functional,chc_is_functional,comment,travel_time_bike,travel_time_auto,car_emissions_kg,bike_emissions_kg,auto_emissions_kg,car_cost_inr,bike_cost_inr,auto_cost_inr
383618,5362151812,7574157843,PHC,26.465,39.24166666666667,76.07833333333333,14.992299999999998,23.5379,85.941,True,True,PHC is closer and functional,76.07833333333333,101.18418333333334,18.90702,4.2970500000000005,6.0158700000000005,1031.292,214.85250000000002,1289.115
383611,5362151812,7574157843,PHC,31.535,44.31166666666666,81.14833333333333,17.105900000000002,25.6515,88.05460000000001,True,True,PHC is closer and functional,81.14833333333333,107.92728333333334,19.372012,4.402730000000001,6.1638220000000015,1056.6552000000001,220.1365,1320.8190000000002
383594,5362151812,7574157843,PHC,17.723333333333336,30.5,82.475,11.6693,20.2148,88.8373,True,True,PHC is closer and functional,82.475,109.69175,19.544206,4.441865,6.218611,1066.0475999999999,222.09325,1332.5595
383620,5362151812,7574157843,PHC,8.318333333333333,21.095,89.33833333333334,5.4,13.9456,93.4566,True,True,PHC is closer and functional,89.33833333333334,118.81998333333334,20.560451999999998,4.67283,6.541962,1121.4792,233.64149999999998,1401.849
383596,5362151812,7574157843,PHC,15.786666666666669,28.563333333333333,87.58166666666666,9.67,18.2156,91.5308,True,True,PHC is closer and functional,87.58166666666666,116.48361666666666,20.136776,4.5765400000000005,6.4071560000000005,1098.3696,228.827,1372.962
383619,5362151812,7574157843,PHC,31.436666666666667,44.21333333333334,81.05,17.0654,25.611,88.014,True,True,PHC is closer and functional,81.05,107.79650000000001,19.36308,4.4007,6.16098,1056.168,220.035,1320.21
383609,5362151812,7574157843,PHC,6.873333333333333,19.65,89.365,4.4362,12.9818,65.2479,True,True,PHC is closer and functional,89.365,118.85545,14.354538,3.262395,4.567353000000001,782.9748,163.11975,978.7185000000001
383623,5362151812,7574157843,PHC,41.998333333333335,54.775,55.56666666666667,31.4666,40.0122,67.39,True,True,PHC is closer and functional,55.56666666666667,73.90366666666668,14.825800000000001,3.3695000000000004,4.717300000000001,808.6800000000001,168.475,1010.85
383615,5362151812,7574157843,PHC,26.95,39.72666666666667,77.86,17.78,26.3256,90.6793,True,True,PHC is closer and functional,77.86,103.55380000000001,19.949446,4.533965,6.347551,1088.1516,226.69825,1360.1895
383624,5362151812,7574157843,PHC,38.795,51.57166666666667,58.77,26.9343,35.4799,71.9223,True,True,PHC is closer and functional,58.77,78.1641,15.822906000000001,3.5961150000000006,5.034561000000001,863.0676000000001,179.80575000000002,1078.8345000000002
383616,5362151812,7574157843,PHC,29.776666666666664,42.55333333333333,77.16000000000001,19.4558,28.0014,90.03110000000001,True,True,PHC is closer and functional,77.16000000000001,102.62280000000003,19.806842000000003,4.501555000000001,6.302177000000001,1080.3732,225.07775000000004,1350.4665000000002
383625,5362151812,7574157843,PHC,42.02666666666666,54.80333333333333,55.53833333333333,31.5063,40.0519,67.3503,True,True,PHC is closer and functional,55.53833333333333,73.86598333333333,14.817066,3.3675150000000005,4.714521,808.2036,168.37575,1010.2545
383617,5362151812,7574157843,PHC,22.015,34.791666666666664,75.6,13.1403,21.6859,85.7163,True,True,PHC is closer and functional,75.6,100.548,18.857586,4.285815,6.000141000000001,1028.5956,214.29075,1285.7445
383593,5362151812,7574157843,PHC,20.955,33.73166666666667,83.91000000000001,13.8213,22.3669,94.6381,True,True,PHC is closer and functional,83.91000000000001,111.60030000000002,20.820382,4.731905,6.6246670000000005,1135.6571999999999,236.59525,1419.5715
383597,5362151812,7574157843,PHC,10.258333333333333,23.035,87.64666666666668,6.607,15.1526,92.3037,True,True,PHC is closer and functional,87.64666666666668,116.57006666666669,20.306814000000003,4.615185,6.461259000000001,1107.6444000000001,230.75925,1384.5555000000002
383627,5362151812,7574157843,PHC,41.998333333333335,54.775,55.56666666666667,31.4666,40.0122,67.39,True,True,PHC is closer and functional,55.56666666666667,73.90366666666668,14.825800000000001,3.3695000000000004,4.717300000000001,808.6800000000001,168.475,1010.85
383610,5362151812,7574157843,PHC,7.603333333333333,20.38,90.05333333333333,4.9228000000000005,13.4684,93.9338,True,True,PHC is closer and functional,90.05333333333333,119.77093333333333,20.665436,4.69669,6.575366000000001,1127.2056,234.83450000000002,1409.007
383595,5362151812,7574157843,PHC,16.518333333333334,29.295,88.31333333333333,9.9751,18.5207,91.8359,True,True,PHC is closer and functional,88.31333333333333,117.45673333333333,20.203898,4.591795,6.428513000000001,1102.0308,229.58974999999998,1377.5384999999999
383612,5362151812,7574157843,PHC,13.56,26.336666666666662,84.06,8.8925,17.438,89.96419999999999,True,True,PHC is closer and functional,84.06,111.7998,19.792123999999998,4.498209999999999,6.297494,1079.5703999999998,224.91049999999998,1349.463
383613,5362151812,7574157843,PHC,22.78666666666667,35.56333333333334,82.07833333333333,15.038200000000002,23.5838,93.4211,True,True,PHC is closer and functional,82.07833333333333,109.16418333333334,20.552642,4.671055,6.539477000000001,1121.0531999999998,233.55275,1401.3165
383614,5362151812,7574157843,PHC,28.965,41.74166666666667,78.57833333333333,16.0353,24.5808,86.98389999999999,True,True,PHC is closer and functional,78.57833333333333,104.50918333333334,19.136457999999998,4.349195,6.0888729999999995,1043.8067999999998,217.45974999999999,1304.7585
383569,7111222647,7574157843,PHC,31.18166666666667,43.431666666666665,90.68166666666666,22.012400000000003,28.2896,66.89710000000001,True,True,PHC is closer and functional,90.68166666666666,120.60661666666667,14.717362000000001,3.344855000000001,4.682797000000001,802.7652,167.24275000000003,1003.4565000000001
383537,7111222647,7574157843,PHC,31.18166666666667,43.431666666666665,90.68166666666666,22.012400000000003,28.2896,66.89710000000001,True,True,PHC is closer and functional,90.68166666666666,120.60661666666667,14.717362000000001,3.344855000000001,4.682797000000001,802.7652,167.24275000000003,1003.4565000000001
383541,2121411686,7574157843,CHC,27.805,12.665,79.775,20.2913,8.4129,58.9141,True,True,CHC is closer and functional,79.775,106.10075000000002,12.961102,2.9457050000000002,4.1239870000000005,706.9692,147.28525,883.7115
