village_id,first_stop,assigned_dh_sdh,closest_facility_type,t_phc_min,t_chc_min,t_dh_sdh_min,d_phc_km,d_chc_km,d_dh_sdh_km,phc_is_functional,chc_is_functional,comment,travel_time_bike,travel_time_auto,car_emissions_kg,bike_emissions_kg,auto_emissions_kg,car_cost_inr,bike_cost_inr,auto_cost_inr
379820,4385685633,7865345438,PHC,16.221666666666668,67.49666666666667,56.568333333333335,8.396799999999999,43.2904,51.4902,True,True,PHC is closer and functional,56.568333333333335,75.23588333333333,11.327844,2.57451,3.6043140000000005,617.8824,128.7255,772.3530000000001
379813,2356438446,7865345438,PHC,22.346666666666668,74.95333333333333,54.92,18.6586,55.8229,53.4797,True,True,PHC is closer and functional,54.92,73.04360000000001,11.765534,2.673985,3.7435790000000004,641.7564,133.69925,802.1955
379819,2356438446,7865345438,PHC,22.28166666666667,65.78333333333333,54.855,18.0478,44.6691,52.8689,True,True,PHC is closer and functional,54.855,72.95715,11.631158,2.643445,3.700823,634.4268,132.17225,793.0335
379812,2356438446,7865345438,PHC,22.585,75.19166666666666,55.15833333333333,18.2919,55.4561,53.1129,True,True,PHC is closer and functional,55.15833333333333,73.36058333333334,11.684838000000001,2.6556450000000003,3.7179030000000006,637.3548000000001,132.78225,796.6935000000001
379811,2356438446,7865345438,PHC,17.259999999999998,69.86666666666666,49.833333333333336,15.2777,52.4419,50.0987,True,True,PHC is closer and functional,49.833333333333336,66.27833333333334,11.021714000000001,2.504935,3.5069090000000003,601.1844,125.24675,751.4805
379810,2356438446,7865345438,PHC,15.155,78.45833333333333,58.425,9.1499,57.9119,55.5687,True,True,PHC is closer and functional,58.425,77.70525,12.225114,2.778435,3.8898090000000005,666.8244,138.92175,833.5305
379818,2356438446,7865345438,PHC,26.065,69.56666666666666,58.638333333333335,20.5308,47.152,55.3518,True,True,PHC is closer and functional,58.638333333333335,77.98898333333334,12.177396,2.76759,3.874626,664.2216,138.3795,830.2769999999999
379808,2356438446,7865345438,PHC,0.0,64.735,44.70166666666667,0.0,49.584,47.2408,True,True,PHC is closer and functional,44.70166666666667,59.45321666666667,10.392976,2.36204,3.3068560000000002,566.8896,118.102,708.612
379806,4385685633,7865345438,PHC,0.0,60.906666666666666,40.873333333333335,0.0,45.5886,43.2455,True,True,PHC is closer and functional,40.873333333333335,54.36153333333334,9.51401,2.162275,3.0271850000000002,518.946,108.11375,648.6825
379803,4385685633,7865345438,PHC,5.546666666666667,56.17166666666667,45.24333333333333,3.3345,37.973,46.1728,True,True,PHC is closer and functional,45.24333333333333,60.173633333333335,10.158016,2.30864,3.2320960000000003,554.0736,115.432,692.592
379805,4385685633,7865345438,PHC,4.781666666666666,65.16166666666666,45.12833333333333,3.8811,49.3176,46.9744,True,True,PHC is closer and functional,45.12833333333333,60.02068333333333,10.334368000000001,2.34872,3.2882080000000005,563.6928,117.436,704.616
379801,4385685633,7865345438,PHC,13.061666666666667,63.68666666666666,52.75833333333333,6.4585,41.097,49.296800000000005,True,True,PHC is closer and functional,52.75833333333333,70.16858333333333,10.845296000000001,2.4648400000000006,3.4507760000000007,591.5616,123.24200000000002,739.4520000000001
379800,4385685633,7865345438,PHC,9.02,59.645,48.71666666666667,4.7818000000000005,39.420300000000005,47.6201,True,True,PHC is closer and functional,48.71666666666667,64.79316666666668,10.476422,2.381005,3.3334070000000002,571.4412,119.05025,714.3015
379807,2356438446,7865345438,PHC,10.171666666666663,62.56666666666667,42.53333333333333,10.5042,47.632,45.2888,True,True,PHC is closer and functional,42.53333333333333,56.56933333333333,9.963536000000001,2.26444,3.1702160000000004,543.4656,113.22200000000001,679.332
379798,4385685633,7865345438,PHC,13.053333333333336,63.67833333333333,52.75,6.4775,41.116,49.3158,True,True,PHC is closer and functional,52.75,70.1575,10.849476000000001,2.46579,3.4521060000000006,591.7896000000001,123.2895,739.7370000000001
379817,2356438446,7865345438,PHC,30.28833333333333,73.78999999999999,62.861666666666665,23.327900000000003,49.9492,58.148900000000005,True,True,PHC is closer and functional,62.861666666666665,83.60601666666666,12.792758000000001,2.9074450000000005,4.070423000000001,697.7868000000001,145.37225,872.2335
379816,2356438446,7865345438,PHC,30.40833333333333,73.91000000000001,62.98166666666667,23.3552,49.9764,58.1762,True,True,PHC is closer and functional,62.98166666666667,83.76561666666667,12.798764,2.9088100000000003,4.072334000000001,698.1144,145.44050000000001,872.643
379814,2356438446,7865345438,PHC,29.75,82.35666666666665,62.32333333333334,21.9367,59.101,56.7578,True,True,PHC is closer and functional,62.32333333333334,82.89003333333335,12.486716000000001,2.8378900000000002,3.9730460000000005,681.0936,141.8945,851.3670000000001
379815,2356438446,7865345438,PHC,28.085,71.58666666666666,60.65833333333333,21.81,48.4312,56.631,True,True,PHC is closer and functional,60.65833333333333,80.67558333333334,12.45882,2.83155,3.96417,679.572,141.5775,849.465
379802,4385685633,7865345438,PHC,12.988333333333332,63.70333333333333,52.775,7.078600000000001,41.0946,49.2944,True,True,PHC is closer and functional,52.775,70.19075000000001,10.844768,2.4647200000000002,3.4506080000000003,591.5328000000001,123.236,739.416
379804,4385685633,7865345438,PHC,8.805,60.080000000000005,49.15166666666666,5.315600000000001,40.2092,48.409,True,True,PHC is closer and functional,49.15166666666666,65.37171666666666,10.64998,2.42045,3.38863,580.908,121.0225,726.135
379809,2356438446,7865345438,PHC,7.816666666666666,71.11999999999999,51.086666666666666,8.049199999999999,56.8113,54.4681,True,True,PHC is closer and functional,51.086666666666666,67.94526666666667,11.982982,2.723405,3.8127670000000005,653.6172,136.17025,817.0215
