village_id,first_stop,assigned_dh_sdh,closest_facility_type,t_phc_min,t_chc_min,t_dh_sdh_min,d_phc_km,d_chc_km,d_dh_sdh_km,phc_is_functional,chc_is_functional,comment,travel_time_bike,travel_time_auto,car_emissions_kg,bike_emissions_kg,auto_emissions_kg,car_cost_inr,bike_cost_inr,auto_cost_inr
382348,1111346332,6184284633,PHC,24.86833333333333,99.69166666666666,89.47333333333333,10.3344,77.89160000000001,63.5587,True,True,PHC is closer and functional,89.47333333333333,118.99953333333333,13.982914000000001,3.177935,4.449109000000001,762.7044000000001,158.89675,953.3805
382349,1111346332,6184284633,PHC,0.0,100.855,90.63666666666668,0.0,78.3814,64.0485,True,True,PHC is closer and functional,90.63666666666668,120.5467666666667,14.090670000000001,3.2024250000000003,4.483395000000001,768.5820000000001,160.12125,960.7275000000001
382350,1111346332,6184284633,PHC,2.8316666666666666,98.02333333333333,87.805,1.1747999999999998,77.20660000000001,62.8738,True,True,PHC is closer and functional,87.805,116.78065000000001,13.832236,3.1436900000000003,4.401166000000001,754.4856,157.1845,943.1070000000001
382351,1111346332,6184284633,PHC,3.065,97.79,87.57166666666667,1.2715999999999998,77.1098,62.777,True,True,PHC is closer and functional,87.57166666666667,116.47031666666668,13.81094,3.13885,4.3943900000000005,753.3240000000001,156.9425,941.655
382352,1111346332,6184284633,PHC,5.13,95.725,85.50666666666666,2.1322,76.2492,61.9164,True,True,PHC is closer and functional,85.50666666666666,113.72386666666667,13.621608,3.0958200000000002,4.334148000000001,742.9968,154.791,928.7460000000001
382354,1111346332,6184284633,PHC,6.525,94.33,84.11166666666666,2.7113,75.6701,61.337300000000006,True,True,PHC is closer and functional,84.11166666666666,111.86851666666666,13.494206000000002,3.0668650000000004,4.293611000000001,736.0476000000001,153.34325,920.0595000000001
382353,1111346332,6184284633,PHC,5.096666666666667,95.75833333333334,85.53999999999999,2.1182,76.2632,61.9303,True,True,PHC is closer and functional,85.53999999999999,113.7682,13.624666000000001,3.096515,4.335121000000001,743.1636000000001,154.82575,928.9545
382355,1111346332,6184284633,PHC,4.756666666666666,96.09833333333331,85.88000000000001,1.9764,76.405,62.0721,True,True,PHC is closer and functional,85.88000000000001,114.22040000000001,13.655861999999999,3.103605,4.345047,744.8652,155.18025,931.0815
382356,1111346332,6184284633,PHC,6.525,94.33,84.11166666666666,2.7113,75.6701,61.337300000000006,True,True,PHC is closer and functional,84.11166666666666,111.86851666666666,13.494206000000002,3.0668650000000004,4.293611000000001,736.0476000000001,153.34325,920.0595000000001
382357,1111346332,6184284633,PHC,6.2316666666666665,94.62333333333332,84.405,2.5896,75.79180000000001,61.459,True,True,PHC is closer and functional,84.405,112.25865,13.520980000000002,3.0729500000000005,4.302130000000001,737.508,153.6475,921.885
382364,1111346332,6184284633,PHC,51.31,77.19833333333332,66.98,24.8683,64.9876,50.6547,True,True,PHC is closer and functional,66.98,89.08340000000001,11.144034,2.532735,3.5458290000000003,607.8564,126.63674999999999,759.8204999999999
382363,1111346332,6184284633,PHC,51.31,77.19833333333332,66.98,24.8683,64.9876,50.6547,True,True,PHC is closer and functional,66.98,89.08340000000001,11.144034,2.532735,3.5458290000000003,607.8564,126.63674999999999,759.8204999999999
382365,1111346332,6184284633,PHC,50.755,76.64333333333335,66.425,24.6373,64.75659999999999,50.4237,True,True,PHC is closer and functional,66.425,88.34525000000001,11.093214,2.521185,3.529659,605.0844,126.05924999999999,756.3554999999999
382366,Village→DH/SDH,6184284633,DH/SDH,48.52333333333333,38.28333333333333,36.05,25.6034,30.4549,27.3309,True,True,Direct to DH/SDH,36.05,47.9465,6.012798,1.3665450000000001,1.9131630000000002,327.9708,68.32724999999999,409.9635
382447,1111346332,6184284633,PHC,48.15166666666666,74.03999999999999,63.82166666666667,23.5548,63.674,49.3412,True,True,PHC is closer and functional,63.82166666666667,84.88281666666668,10.855064,2.46706,3.4538840000000004,592.0944,123.35300000000001,740.118
382359,Village→DH/SDH,6184284633,DH/SDH,48.52333333333333,38.28333333333333,36.05,25.6034,30.4549,27.3309,True,True,Direct to DH/SDH,36.05,47.9465,6.012798,1.3665450000000001,1.9131630000000002,327.9708,68.32724999999999,409.9635
382358,6137845688,6184284633,CHC,110.31166666666668,12.09,19.836666666666662,91.9436,13.6046,27.8951,True,True,CHC is closer and functional,19.836666666666662,26.38276666666666,6.136922,1.394755,1.952657,334.7412,69.73775,418.4265
382503,1111346365,6184284633,PHC,16.11,38.06,27.841666666666665,10.0275,41.5832,27.2503,True,True,PHC is closer and functional,27.841666666666665,37.02941666666667,5.995066,1.3625150000000001,1.907521,327.0036,68.12575,408.7545
382506,1111346365,6184284633,PHC,5.543333333333334,27.49333333333333,17.275,3.7849,35.3406,21.0077,True,True,PHC is closer and functional,17.275,22.975749999999998,4.621694,1.0503850000000001,1.470539,252.0924,52.51925,315.1155
382499,1111346365,6184284633,PHC,1.6333333333333333,23.58333333333333,13.365,1.5002,33.055800000000005,18.723,True,True,PHC is closer and functional,13.365,17.775450000000003,4.11906,0.93615,1.31061,224.676,46.8075,280.84499999999997
382498,1111346365,6184284633,PHC,14.711666666666668,30.88833333333333,20.67,8.6861,31.808,17.475099999999998,True,True,PHC is closer and functional,20.67,27.491100000000003,3.8445219999999996,0.873755,1.223257,209.70119999999997,43.687749999999994,262.12649999999996
382502,1111346365,6184284633,PHC,6.735,28.685,18.466666666666665,4.1395,35.6952,21.3623,True,True,PHC is closer and functional,18.466666666666665,24.560666666666666,4.699706,1.0681150000000001,1.4953610000000002,256.3476,53.405750000000005,320.4345
